,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
2815,META,"Meta Platforms, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2816,METC,"Ramaco Resources, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2817,METCB,"Ramaco Resources, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
2818,METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",Q,N,N,100.0,N,N
2819,MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,S,N,N,100.0,N,N
2820,MFIC,MidCap Financial Investment Corporation - Closed End Fund,Q,N,N,100.0,N,N
2821,MFICL,MidCap Financial Investment Corporation - 8.00% Notes due 2028,Q,N,N,100.0,N,N
2822,MFIN,Medallion Financial Corp. - Common Stock,Q,N,N,100.0,N,N
2823,MFLX,First Trust Flexible Municipal High Income ETF,G,N,N,100.0,Y,N
2824,MGAM,Mobile Global Esports Inc. - Common Stock,S,N,D,100.0,N,N
2825,MGEE,MGE Energy Inc. - Common Stock,Q,N,N,100.0,N,N
2826,MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
2827,MGIH,Millennium Group International Holdings Limited - Ordinary Shares,S,N,N,100.0,N,N
2828,MGNI,"Magnite, Inc. - Common Stock",Q,N,N,100.0,N,N
2829,MGNX,"MacroGenics, Inc. - Common Stock",Q,N,N,100.0,N,N
2830,MGOL,MGO Global Inc. - Common Stock,S,N,D,100.0,N,N
2831,MGPI,"MGP Ingredients, Inc. - Common Stock",Q,N,N,100.0,N,N
2832,MGRC,McGrath RentCorp - Common Stock,Q,N,N,100.0,N,N
2833,MGRM,Monogram Orthopaedics Inc. - Common Stock,S,N,N,100.0,N,N
2834,MGRX,"Mangoceuticals, Inc. - Common Stock",S,N,D,100.0,N,N
2835,MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,N,N,100.0,N,N
2836,MGX,"Metagenomi, Inc. - Common Stock",Q,N,N,100.0,N,N
2837,MGYR,"Magyar Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
2838,MHLD,"Maiden Holdings, Ltd. - Common Stock",S,N,N,100.0,N,N
2839,MHUA,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",G,N,D,100.0,N,N
2840,MICS,"The Singing Machine Company, Inc. - Common Stock",S,N,N,100.0,N,N
2841,MIDD,The Middleby Corporation - Common Stock,Q,N,N,100.0,N,N
2842,MIGI,Mawson Infrastructure Group Inc. - Common Stock,S,N,N,100.0,N,N
2843,MILN,Global X Millennial Consumer ETF,G,N,N,100.0,Y,N
2844,MIND,"MIND Technology, Inc. - Common Stock",S,N,N,100.0,N,N
2845,MINDP,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",S,N,N,100.0,N,N
2846,MINM,"Minim, Inc. - Common Stock",S,N,D,100.0,N,N
2847,MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
2848,MIRM,"Mirum Pharmaceuticals, Inc. - common stock",G,N,N,100.0,N,N
2849,MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,N,N,100.0,N,N
2850,MITA,Coliseum Acquisition Corp. - Class A Ordinary Share,S,N,D,100.0,N,N
2851,MITAU,Coliseum Acquisition Corp. - Unit,S,N,N,100.0,N,N
2852,MITAW,Coliseum Acquisition Corp. - Warrant,S,N,N,100.0,N,N
2853,MITK,"Mitek Systems, Inc. - Common Stock",S,N,E,100.0,N,N
2854,MKAM,MKAM ETF,G,N,N,100.0,Y,N
2855,MKSI,"MKS Instruments, Inc. - Common Stock",Q,N,N,100.0,N,N
2856,MKTW,"MarketWise, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2857,MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2858,MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,N,N,100.0,N,N
2859,MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Q,N,N,100.0,N,N
2860,MLEC,Moolec Science SA - Ordinary shares,S,N,N,100.0,N,N
2861,MLECW,Moolec Science SA - Warrant,S,N,N,100.0,N,N
2862,MLGO,"MicroAlgo, Inc. - Ordinary Shares",S,N,N,100.0,N,N
2863,MLKN,"MillerKnoll, Inc. - Common Stock",Q,N,N,100.0,N,N
2864,MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,S,N,N,100.0,N,N
2865,MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2866,MMAT,Meta Materials Inc. - Common Stock,S,N,N,100.0,N,N
2867,MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100.0,N,N
2868,MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
2869,MMV,MultiMetaVerse Holdings Limited - Class A Ordinary Share,S,N,N,100.0,N,N
2870,MMVWW,MultiMetaVerse Holdings Limited - Warrant,S,N,N,100.0,N,N
2871,MMYT,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100.0,N,N
2872,MNDO,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100.0,N,N
2873,MNDR,Mobile-health Network Solutions - Class A Ordinary Shares,S,N,N,100.0,N,N
2874,MNDY,monday.com Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
2875,MNKD,MannKind Corporation - Common Stock,G,N,N,100.0,N,N
2876,MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Q,N,N,100.0,N,N
2877,MNOV,"MediciNova, Inc. - Common Stock",G,N,N,100.0,N,N
2878,MNPR,Monopar Therapeutics Inc. - Common Stock,S,N,D,100.0,N,N
2879,MNRO,"Monro, Inc.  - Common Stock",Q,N,N,100.0,N,N
2880,MNSB,"MainStreet Bancshares, Inc. - Common Stock",S,N,N,100.0,N,N
2881,MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",S,N,N,100.0,N,N
2882,MNST,Monster Beverage Corporation - Common Stock,Q,N,N,100.0,N,N
2883,MNTK,"Montauk Renewables, Inc. - Common Stock",S,N,N,100.0,N,N
2884,MNTL,Tema Neuroscience and Mental Health ETF,G,N,N,100.0,Y,N
2885,MNTS,Momentus Inc. - Class A Common Stock,S,N,D,100.0,N,N
2886,MNTSW,Momentus Inc. - Warrant,S,N,D,100.0,N,N
2887,MNTX,"Manitex International, Inc. - common stock",S,N,N,100.0,N,N
2888,MNY,MoneyHero Limited - Class A Ordinary Shares,G,N,N,100.0,N,N
2889,MNYWW,MoneyHero Limited - Warrants,G,N,N,100.0,N,N
2890,MOB,Mobilicom Limited - American Depositary Shares,S,N,N,100.0,N,N
2891,MOBBW,Mobilicom Limited - Warrants,S,N,N,100.0,N,N
2892,MOBX,"Mobix Labs, Inc. - Class A Common Stock",G,N,D,100.0,N,N
2893,MOBXW,"Mobix Labs, Inc. - Warrants",S,N,D,100.0,N,N
2894,MODD,"Modular Medical, Inc. - common stock",S,N,N,100.0,N,N
2895,MODL,VictoryShares WestEnd U.S. Sector ETF,G,N,N,100.0,Y,N
2896,MODV,ModivCare Inc. - Common Stock,Q,N,N,100.0,N,N
2897,MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2898,MOGO,Mogo Inc. - Common Shares,S,N,N,100.0,N,N
2899,MOLN,Molecular Partners AG - American Depositary Shares,Q,N,N,100.0,N,N
2900,MOMO,Hello Group Inc.  - American Depositary Shares,Q,N,N,100.0,N,N
2901,MOND,"Mondee Holdings, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2902,MOOD,Relative Sentiment Tactical Allocation ETF,G,N,N,100.0,Y,N
2903,MOR,MorphoSys AG - American Depositary Shares,Q,N,N,100.0,N,N
2904,MORF,"Morphic Holding, Inc. - Common Stock",G,N,N,100.0,N,N
2905,MORN,"Morningstar, Inc. - Common Stock",Q,N,N,100.0,N,N
2906,MOVE,Movano Inc. - Common Stock,S,N,D,100.0,N,N
2907,MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100.0,N,N
2908,MPB,Mid Penn Bancorp - Common Stock,G,N,N,100.0,N,N
2909,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
2910,MQ,"Marqeta, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2911,MRAI,"Marpai, Inc. - Class A Common Stock",S,N,D,100.0,N,N
2912,MRAM,"Everspin Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
2913,MRBK,Meridian Corporation - Common Stock,Q,N,N,100.0,N,N
2914,MRCC,Monroe Capital Corporation - Closed End Fund,Q,N,N,100.0,N,N
2915,MRCY,Mercury Systems Inc - Common Stock,Q,N,N,100.0,N,N
2916,MREO,Mereo BioPharma Group plc - American Depositary Shares,S,N,N,100.0,N,N
2917,MRIN,Marin Software Incorporated - Common Stock,S,N,D,100.0,N,N
2918,MRKR,"Marker Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
2919,MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,S,N,N,100.0,N,N
2920,MRNA,"Moderna, Inc. - Common Stock",Q,N,N,100.0,N,N
2921,MRNO,Murano Global Investments PLC - Ordinary Shares,S,N,N,100.0,N,N
2922,MRNOW,Murano Global Investments PLC - Warrants,S,N,N,100.0,N,N
2923,MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
2924,MRSN,"Mersana Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2925,MRTN,"Marten Transport, Ltd. - Common Stock",Q,N,N,100.0,N,N
2926,MRUS,Merus N.V. - Common Shares,G,N,N,100.0,N,N
2927,MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Q,N,N,100.0,N,N
2928,MRVL,"Marvell Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
2929,MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
2930,MSAIW,"MultiSensor AI Holdings, Inc. - Warrants",S,N,D,100.0,N,N
2931,MSBI,"Midland States Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
2932,MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100.0,N,N
2933,MSEX,Middlesex Water Company - Common Stock,Q,N,N,100.0,N,N
2934,MSFD,Direxion Daily MSFT Bear 1X Shares,G,N,N,100.0,Y,N
2935,MSFL,GraniteShares 2x Long MSFT Daily ETF,G,N,N,100.0,Y,N
2936,MSFT,Microsoft Corporation - Common Stock,Q,N,N,100.0,N,N
2937,MSFU,Direxion Daily MSFT Bull 2X Shares,G,N,N,100.0,Y,N
2938,MSGM,Motorsport Games Inc. - Class A Common Stock,S,N,D,100.0,N,N
2939,MSS,Maison Solutions Inc. - Class A Common Stock,S,N,N,100.0,N,N
2940,MSSA,Metal Sky Star Acquisition Corporation - Ordinary shares,G,N,N,100.0,N,N
2941,MSSAR,Metal Sky Star Acquisition Corporation - Right,G,N,N,100.0,N,N
2942,MSSAU,Metal Sky Star Acquisition Corporation - Unit,G,N,N,100.0,N,N
2943,MSSAW,Metal Sky Star Acquisition Corporation - Warrant,G,N,N,100.0,N,N
2944,MSTR,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100.0,N,N
2945,MTC,"MMTec, Inc. - Common Shares",S,N,N,100.0,N,N
2946,MTCH,"Match Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2947,MTEK,Maris-Tech Ltd. - ordinary shares,S,N,N,100.0,N,N
2948,MTEKW,Maris-Tech Ltd. - Warrants,S,N,N,100.0,N,N
2949,MTEM,"Molecular Templates, Inc. - Common Stock",S,N,N,100.0,N,N
2950,MTEX,"Mannatech, Incorporated - Common Stock",Q,N,N,100.0,N,N
2951,MTLS,Materialise NV - American Depositary Shares,Q,N,N,100.0,N,N
2952,MTRX,Matrix Service Company - Common Stock,Q,N,N,100.0,N,N
2953,MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2954,MTTR,"Matterport, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2955,MU,"Micron Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
2956,MULN,"Mullen Automotive, Inc. - Common Stock",S,N,N,100.0,N,N
2957,MURA,Mural Oncology plc - Ordinary Shares,G,N,N,100.0,N,N
2958,MVBF,MVB Financial Corp. - Common Stock,S,N,N,100.0,N,N
2959,MVIS,"MicroVision, Inc. - Common Stock",G,N,N,100.0,N,N
2960,MVST,"Microvast Holdings, Inc. - Common Stock",Q,N,D,100.0,N,N
2961,MVSTW,"Microvast Holdings, Inc. - Warrant",Q,N,N,100.0,N,N
2962,MXCT,"MaxCyte, Inc. - Common Stock",Q,N,N,100.0,N,N
2963,MXL,"MaxLinear, Inc - Common Stock",Q,N,N,100.0,N,N
2964,MYFW,"First Western Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
2965,MYGN,"Myriad Genetics, Inc. - Common Stock",Q,N,N,100.0,N,N
2966,MYMD,"MyMD Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
2967,MYNA,Mynaric AG - American Depository Shares,Q,N,N,100.0,N,N
2968,MYNZ,Mainz Biomed N.V. - Ordinary Shares,S,N,N,100.0,N,N
2969,MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",G,N,N,100.0,N,N
2970,MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",G,N,N,100.0,N,N
2971,MYRG,"MYR Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2972,MYSZ,"My Size, Inc. - Common Stock",S,N,D,100.0,N,N
2974,NAAS,NaaS Technology Inc. - American Depositary Shares,S,N,N,100.0,N,N
2975,NAII,"Natural Alternatives International, Inc. - Common Stock",G,N,N,100.0,N,N
2976,NAMS,NewAmsterdam Pharma Company N.V. - Ordinary Shares,G,N,N,100.0,N,N
2977,NAMSW,NewAmsterdam Pharma Company N.V. - Warrant,G,N,N,100.0,N,N
2978,NAOV,"NanoVibronix, Inc. - Common Stock",S,N,N,100.0,N,N
2979,NARI,"Inari Medical, Inc. - Common Stock",Q,N,N,100.0,N,N
2980,NATH,"Nathan's Famous, Inc. - Common Stock",Q,N,N,100.0,N,N
2981,NATR,"Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100.0,N,N
2982,NAUT,"Nautilus Biotechnology, Inc. - Common Stock",Q,N,N,100.0,N,N
2983,NAVI,Navient Corporation - Common Stock,Q,N,N,100.0,N,N
2984,NB,NioCorp Developments Ltd. - Common Stock,G,N,N,100.0,N,N
2985,NBBK,"NB Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
2986,NBIX,"Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
2987,NBN,Northeast Bank - Common Stock,G,N,N,100.0,N,N
2988,NBSE,"NeuBase Therapeutics, Inc.  - Common Stock",S,N,H,100.0,N,N
2989,NBST,Newbury Street Acquisition Corporation - Common Stock,S,N,D,100.0,N,N
2990,NBSTU,Newbury Street Acquisition Corporation - Units,S,N,D,100.0,N,N
2991,NBSTW,Newbury Street Acquisition Corporation - Warrants,S,N,D,100.0,N,N
2992,NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100.0,N,N
2993,NBTX,Nanobiotix S.A. - ADSs,Q,N,N,100.0,N,N
2994,NCMI,"National CineMedia, Inc. - Common Stock",Q,N,N,100.0,N,N
2995,NCNA,NuCana plc - American Depositary Shares,S,N,D,100.0,N,N
2996,NCNC,noco-noco Inc. - Ordinary Share,S,N,D,100.0,N,N
2997,NCNCW,noco-noco Inc. - Warrant,S,N,D,100.0,N,N
2998,NCNO,"nCino, Inc. - Common Stock",Q,N,N,100.0,N,N
2999,NCPB,Nuveen Core Plus Bond ETF,G,N,N,100.0,Y,N
3000,NCPL,Netcapital Inc. - Common Stock,S,N,D,100.0,N,N
3001,NCPLW,Netcapital Inc. - warrants,S,N,N,100.0,N,N
3002,NCRA,"Nocera, Inc. - common stock",S,N,N,100.0,N,N
3003,NCSM,"NCS Multistage Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
3004,NCTY,The9 Limited - American Depository Shares,S,N,D,100.0,N,N
3005,NDAQ,"Nasdaq, Inc. - Common Stock",Q,N,N,100.0,N,N
3006,NDLS,Noodles & Company - Common Stock,Q,N,N,100.0,N,N
3007,NDRA,ENDRA Life Sciences Inc. - Common Stock,S,N,N,100.0,N,N
3008,NDSN,Nordson Corporation - Common Stock,Q,N,N,100.0,N,N
3009,NECB,"NorthEast Community Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
3010,NEGG,"Newegg Commerce, Inc. - Common Shares",S,N,N,100.0,N,N
3011,NEO,"NeoGenomics, Inc. - Common Stock",S,N,N,100.0,N,N
3012,NEOG,Neogen Corporation - Common Stock,Q,N,N,100.0,N,N
3013,NEON,Neonode Inc. - Common Stock,S,N,N,100.0,N,N
3014,NEOV,NeoVolta Inc. - Common Stock,S,N,N,100.0,N,N
3015,NEOVW,NeoVolta Inc. - Warrant,S,N,N,100.0,N,N
3016,NEPH,"Nephros, Inc. - Common Stock",S,N,N,100.0,N,N
3017,NERD,Roundhill Video Games ETF,G,N,N,100.0,Y,N
3018,NERV,"Minerva Neurosciences, Inc - Common Stock",S,N,N,100.0,N,N
3019,NETD,Nabors Energy Transition Corp. II - Class A Ordinary Shares,G,N,N,100.0,N,N
3020,NETDU,Nabors Energy Transition Corp. II - Unit,G,N,N,100.0,N,N
3021,NETDW,Nabors Energy Transition Corp. II - Warrant,G,N,N,100.0,N,N
3022,NEWT,"NewtekOne, Inc. - Common Stock",G,N,N,100.0,N,N
3023,NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",G,N,N,100.0,N,N
3024,NEWTL,"NewtekOne, Inc. - 5.75% Notes due 2024",G,N,N,100.0,N,N
3025,NEWTZ,"NewtekOne, Inc. - 5.50% Notes Due 2026",G,N,N,100.0,N,N
3026,NEWZ,StockSnips AI-Powered Sentiment US All Cap ETF,G,N,N,100.0,Y,N
3027,NEXI,"NexImmune, Inc. - Common Stock",S,N,D,100.0,N,N
3028,NEXN,Nexxen International Ltd. - American Depository Shares,G,N,N,100.0,N,N
3029,NEXT,NextDecade Corporation - Common Stock,S,N,N,100.0,N,N
3030,NFBK,"Northfield Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
3031,NFE,New Fortress Energy Inc. - Class A Common Stock,Q,N,N,100.0,N,N
3032,NFLX,"Netflix, Inc. - Common Stock",Q,N,N,100.0,N,N
3033,NFTY,First Trust India Nifty 50 Equal Weight ETF,G,N,N,100.0,Y,N
3034,NGMS,NeoGames S.A. - Ordinary Shares,G,N,N,100.0,N,N
3035,NGNE,Neurogene Inc. - Common Stock,G,N,N,100.0,N,N
3036,NHTC,Natural Health Trends Corp. - Commn Stock,S,N,N,100.0,N,N
3037,NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,100.0,N,N
3038,NICK,"Nicholas Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
3039,NIKL,Sprott Nickel Miners ETF,G,N,N,100.0,Y,N
3040,NIOBW,NioCorp Developments Ltd. - Warrant,S,N,N,100.0,N,N
3041,NISN,"NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares",S,N,N,100.0,N,N
3042,NITO,"N2OFF, Inc. - Common Stock",S,N,N,100.0,N,N
3043,NIU,Niu Technologies - American Depositary Shares,G,N,N,100.0,N,N
3044,NIVF,NewGenIvf Group Limited - Class A Ordinary Shares,G,N,N,100.0,N,N
3045,NIVFW,NewGenIvf Group Limited - Warrants,S,N,N,100.0,N,N
3046,NKGN,"NKGen Biotech, Inc. - Common Stock",G,N,D,100.0,N,N
3047,NKGNW,"NKGen Biotech, Inc. - Warrants",S,N,D,100.0,N,N
3048,NKLA,Nikola Corporation - Common Stock,Q,N,D,100.0,N,N
3049,NKSH,"National Bankshares, Inc. - Common Stock",S,N,N,100.0,N,N
3050,NKTR,Nektar Therapeutics - Common Stock,S,N,D,100.0,N,N
3051,NKTX,"Nkarta, Inc. - Common Stock",Q,N,N,100.0,N,N
3052,NLSP,NLS Pharmaceutics Ltd. - Common Shares,S,N,D,100.0,N,N
3053,NLSPW,NLS Pharmaceutics Ltd. - Warrant,S,N,D,100.0,N,N
3054,NMFC,New Mountain Finance Corporation - Common Stock,Q,N,N,100.0,N,N
3055,NMFCZ,New Mountain Finance Corporation - 8.250% Notes due 2028,G,N,N,100.0,N,N
3056,NMHI,Nature's Miracle Holding Inc. - Common Stock,G,N,N,100.0,N,N
3057,NMHIW,Nature's Miracle Holding Inc. - Warrants,S,N,N,100.0,N,N
3058,NMIH,NMI Holdings Inc - Common Stock,G,N,N,100.0,N,N
3059,NMRA,"Neumora Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
3060,NMRK,"Newmark Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
3061,NMTC,NeuroOne Medical Technologies Corporation - Common Stock,S,N,N,100.0,N,N
3062,NN,NextNav Inc. - Common stock,S,N,N,100.0,N,N
3063,NNAG,99 Acquisition Group Inc. - Class A Common Stock,G,N,N,100.0,N,N
3064,NNAGR,99 Acquisition Group Inc. - Right,G,N,N,100.0,N,N
3065,NNAGU,99 Acquisition Group Inc. - Unit,G,N,N,100.0,N,N
3066,NNAGW,99 Acquisition Group Inc. - Warrant,G,N,N,100.0,N,N
3067,NNAVW,NextNav Inc. - Warrant,S,N,N,100.0,N,N
3068,NNBR,"NN, Inc. - Common Stock",Q,N,N,100.0,N,N
3069,NNDM,Nano Dimension Ltd. - American Depositary Shares,S,N,N,100.0,N,N
3070,NNOX,NANO-X IMAGING LTD - Ordinary Shares,G,N,N,100.0,N,N
3071,NODK,"NI Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
3072,NOTV,"Inotiv, Inc. - Common Stock",S,N,N,100.0,N,N
3073,NOVT,Novanta Inc. - Common Shares,Q,N,N,100.0,N,N
3074,NOVV,Nova Vision Acquisition Corp. - Ordinary share,S,N,D,100.0,N,N
3075,NOVVR,Nova Vision Acquisition Corp. - Rights,S,N,N,100.0,N,N
3076,NOVVU,Nova Vision Acquisition Corp. - Unit,S,N,N,100.0,N,N
3077,NOVVW,Nova Vision Acquisition Corp. - Warrant,S,N,N,100.0,N,N
3078,NPAB,New Providence Acquisition Corp. II - Class A Common Stock,G,N,N,100.0,N,N
3079,NPABU,New Providence Acquisition Corp. II - Unit,G,N,N,100.0,N,N
3080,NPABW,New Providence Acquisition Corp. II - Warrant,G,N,N,100.0,N,N
3081,NPCE,"Neuropace, Inc. - Common Stock",G,N,N,100.0,N,N
3082,NPFI,Nuveen Preferred and Income ETF,G,N,N,100.0,Y,N
3083,NRBO,"NeuroBo Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
3084,NRC,National Research Corporation - Common Stock,Q,N,N,100.0,N,N
3085,NRDS,"NerdWallet, Inc. - Class A Common Stock",G,N,N,100.0,N,N
3086,NRES,Xtrackers RREEF Global Natural Resources ETF,G,N,N,100.0,Y,N
3087,NRIM,Northrim BanCorp Inc - Common Stock,Q,N,N,100.0,N,N
3088,NRIX,"Nurix Therapeutics, Inc. - Common stock",G,N,N,100.0,N,N
3089,NRSN,NeuroSense Therapeutics Ltd. - Ordinary Shares,S,N,D,100.0,N,N
3090,NRSNW,NeuroSense Therapeutics Ltd. - Warrant,S,N,D,100.0,N,N
3091,NRXP,"NRX Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0,N,N
3092,NRXPW,"NRX Pharmaceuticals, Inc. - Warrant",S,N,N,100.0,N,N
3093,NSCR,Nuveen Sustainable Core ETF,G,N,N,100.0,Y,N
3094,NSI,National Security Emerging Markets Index ETF,G,N,N,100.0,Y,N
3095,NSIT,"Insight Enterprises, Inc. - Common Stock",Q,N,N,100.0,N,N
3096,NSPR,InspireMD Inc. - Common Stock,S,N,N,100.0,N,N
3097,NSSC,"NAPCO Security Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
3098,NSTS,"NSTS Bancorp, Inc. - Common Stock",S,N,D,100.0,N,N
3099,NSYS,Nortech Systems Incorporated - Common Stock,S,N,N,100.0,N,N
3100,NTAP,"NetApp, Inc. - Common Stock",Q,N,N,100.0,N,N
3101,NTBL,"Notable Labs, Ltd. - Ordinary Shares",S,N,N,100.0,N,N
3102,NTCT,"NetScout Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
3103,NTES,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",Q,N,N,100.0,N,N
3104,NTGR,"NETGEAR, Inc. - Common Stock",Q,N,N,100.0,N,N
3105,NTIC,Northern Technologies International Corporation - Common Stock,G,N,N,100.0,N,N
3106,NTLA,"Intellia Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
3107,NTNX,"Nutanix, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
3108,NTRA,"Natera, Inc. - Common Stock",Q,N,N,100.0,N,N
3109,NTRB,Nutriband Inc. - Common Stock,S,N,N,100.0,N,N
3110,NTRBW,Nutriband Inc. - Warrant,S,N,N,100.0,N,N
3111,NTRP,"NextTrip, Inc. - Common Stock",S,N,N,100.0,N,N
3112,NTRS,Northern Trust Corporation - Common Stock,Q,N,N,100.0,N,N
3113,NTRSO,"Northern Trust Corporation - Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N
3114,NTWK,NETSOL Technologies Inc. - Common Stock,S,N,N,100.0,N,N
3115,NTZG,Nuveen Global Net Zero Transition ETF,G,N,N,100.0,Y,N
3116,NUKK,Nukkleus Inc. - Ordinary Shares,G,N,N,100.0,N,N
3117,NUKKW,Nukkleus Inc. - Warrants,S,N,N,100.0,N,N
3118,NURO,"NeuroMetrix, Inc. - Common Stock",S,N,N,100.0,N,N
3119,NUSB,Nuveen Ultra Short Income ETF,G,N,N,100.0,Y,N
3120,NUTX,Nutex Health Inc. - Common Stock,S,N,D,100.0,N,N
3121,NUVL,"Nuvalent, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
3122,NUWE,"Nuwellis, Inc. - Common Stock",S,N,D,100.0,N,N
3123,NUZE,"NuZee, Inc. - Common Stock",S,N,H,100.0,N,N
3124,NVAC,NorthView Acquisition Corporation - Common Stock,G,N,D,100.0,N,N
3125,NVACR,NorthView Acquisition Corporation - Rights,G,N,N,100.0,N,N
3126,NVACW,NorthView Acquisition Corporation - Warrant,G,N,N,100.0,N,N
3127,NVAX,"Novavax, Inc. - Common Stock",Q,N,N,100.0,N,N
3128,NVCR,NovoCure Limited - Ordinary Shares,Q,N,N,100.0,N,N
3129,NVCT,"Nuvectis Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
3130,NVD,GraniteShares 2x Short NVDA Daily ETF,G,N,N,100.0,Y,N
3131,NVDA,NVIDIA Corporation - Common Stock,Q,N,N,100.0,N,N
3132,NVDD,Direxion Daily NVDA Bear 1X Shares,G,N,N,100.0,Y,N
3133,NVDL,GraniteShares 2x Long NVDA Daily ETF,G,N,N,100.0,Y,N
3134,NVDS,AXS 1.25X NVDA Bear Daily ETF,G,N,N,100.0,Y,N
3135,NVDU,Direxion Daily NVDA Bull 2X Shares,G,N,N,100.0,Y,N
3136,NVEC,NVE Corporation - Common Stock,S,N,N,100.0,N,N
3137,NVEE,"NV5 Global, Inc. - Common Stock",Q,N,N,100.0,N,N
3138,NVEI,Nuvei Corporation - Subordinate Voting Shares,Q,N,N,100.0,N,N
3139,NVFY,"Nova Lifestyle, Inc - Common Stock",S,N,N,100.0,N,N
