,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
2498,KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,N,N,100.0,N,N
2499,KMDA,Kamada Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
2500,KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",Q,N,N,100.0,N,N
2501,KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,G,N,N,100.0,Y,N
2502,KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock",Q,N,N,100.0,N,N
2503,KOD,Kodiak Sciences Inc - Common Stock,G,N,N,100.0,N,N
2504,KOPN,Kopin Corporation - Common Stock,S,N,N,100.0,N,N
2505,KOSS,Koss Corporation - Common Stock,S,N,N,100.0,N,N
2506,KPLT,"Katapult Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
2507,KPLTW,"Katapult Holdings, Inc. - Warrant",G,N,N,100.0,N,N
2508,KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",S,N,D,100.0,N,N
2509,KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
2510,KRKR,36Kr Holdings Inc. - American Depositary Shares,G,N,D,100.0,N,N
2511,KRMA,Global X Conscious Companies ETF,G,N,N,100.0,Y,N
2512,KRMD,"KORU Medical Systems, Inc. - Common Stock",S,N,N,100.0,N,N
2513,KRNL,"Kernel Group Holdings, Inc. - Class A Ordinary Shares",S,N,D,100.0,N,N
2514,KRNLU,"Kernel Group Holdings, Inc. - Units",S,N,D,100.0,N,N
2515,KRNLW,"Kernel Group Holdings, Inc. - Warrants",S,N,D,100.0,N,N
2516,KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
2517,KRNY,Kearny Financial - Common Stock,Q,N,N,100.0,N,N
2518,KRON,"Kronos Bio, Inc. - Common Stock",Q,N,N,100.0,N,N
2519,KROP,Global X AgTech & Food Innovation ETF,G,N,N,100.0,Y,N
2520,KROS,"Keros Therapeutics, Inc. - common stock",G,N,N,100.0,N,N
2521,KRRO,"Korro Bio, Inc. - Common Stock",S,N,N,100.0,N,N
2522,KRT,Karat Packaging Inc. - Common Stock,Q,N,N,100.0,N,N
2523,KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2524,KRYS,"Krystal Biotech, Inc. - Common Stock",Q,N,N,100.0,N,N
2525,KSCP,"Knightscope, Inc. - Class A Common Stock",S,N,D,100.0,N,N
2526,KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,Q,N,N,100.0,N,N
2527,KTCC,Key Tronic Corporation - Common Stock,G,N,N,100.0,N,N
2528,KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100.0,N,N
2529,KTRA,"Kintara Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N
2530,KTTA,Pasithea Therapeutics Corp. - Common Stock,S,N,N,100.0,N,N
2531,KTTAW,Pasithea Therapeutics Corp. - Warrant,S,N,N,100.0,N,N
2532,KURA,"Kura Oncology, Inc. - Common Stock",Q,N,N,100.0,N,N
2533,KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,G,N,N,100.0,N,N
2534,KVACU,Keen Vision Acquisition Corporation - Units,G,N,N,100.0,N,N
2535,KVACW,Keen Vision Acquisition Corporation - Warrant,G,N,N,100.0,N,N
2536,KVHI,"KVH Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
2537,KWE,"KWESST Micro Systems Inc. - common stock, no R/S concurrent with offering",S,N,N,100.0,N,N
2538,KWESW,KWESST Micro Systems Inc. - warrant,S,N,N,100.0,N,N
2539,KXIN,Kaixin Holdings - Ordinary Shares,S,N,D,100.0,N,N
2540,KYMR,"Kymera Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2541,KYTX,"Kyverna Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2542,KZIA,Kazia Therapeutics Limited - American Depositary Shares,S,N,D,100.0,N,N
2543,KZR,"Kezar Life Sciences, Inc. - Common Stock",Q,N,D,100.0,N,N
2544,LAB,Standard BioTools Inc. - Common Stock,Q,N,N,100.0,N,N
2545,LABP,"Landos Biopharma, Inc. - Common Stock",S,N,N,100.0,N,N
2546,LAES,SEALSQ Corp - Ordinary Shares,S,N,N,100.0,N,N
2547,LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100.0,N,N
2548,LAMR,Lamar Advertising Company - Class A Common Stock,Q,N,N,100.0,N,N
2549,LANC,Lancaster Colony Corporation - Common Stock,Q,N,N,100.0,N,N
2550,LAND,Gladstone Land Corporation - Common Stock,G,N,N,100.0,N,N
2551,LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,G,N,N,100.0,N,N
2552,LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,G,N,N,100.0,N,N
2553,LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,G,N,N,100.0,N,N
2554,LARK,Landmark Bancorp Inc. - Common Stock,G,N,N,100.0,N,N
2555,LASE,Laser Photonics Corporation - Common Stock,S,N,N,100.0,N,N
2556,LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100.0,N,N
2557,LATG,Chenghe Acquisition I Co. - Class A Ordinary Shares,G,N,N,100.0,N,N
2558,LATGU,Chenghe Acquisition I Co. - Units,G,N,N,100.0,N,N
2559,LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100.0,N,N
2560,LAZR,"Luminar Technologies, Inc.  - Class A Common Stock",Q,N,N,100.0,N,N
2561,LBAI,"Lakeland Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
2562,LBPH,"Longboard Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
2563,LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100.0,N,N
2564,LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100.0,N,N
2565,LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,Q,N,N,100.0,N,N
2566,LBTYA,Liberty Global Ltd. - Class A Common Shares,Q,N,N,100.0,N,N
2567,LBTYB,Liberty Global Ltd. - Class B Common Shares,Q,N,N,100.0,N,N
2568,LBTYK,Liberty Global Ltd. - Class C Common Shares,Q,N,N,100.0,N,N
2569,LCFY,Locafy Limited - Ordinary Share,S,N,N,100.0,N,N
2570,LCFYW,Locafy Limited - Warrant,S,N,N,100.0,N,N
2571,LCID,"Lucid Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2572,LCNB,LCNB Corporation - Common Stock,S,N,N,100.0,N,N
2573,LCUT,"Lifetime Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
2574,LDEM,iShares ESG MSCI EM Leaders ETF,G,N,N,100.0,Y,N
2575,LDSF,First Trust Low Duration Strategic Focus ETF,G,N,N,100.0,Y,N
2576,LDTC,LeddarTech Holdings Inc. - Common Shares,G,N,N,100.0,N,N
2577,LDTCW,LeddarTech Holdings Inc. - Warrants,G,N,N,100.0,N,N
2578,LDWY,"Lendway, Inc. - Common Stock",S,N,N,100.0,N,N
2579,LE,"Lands' End, Inc. - Common Stock",S,N,N,100.0,N,N
2580,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100.0,N,N
2581,LEDS,SemiLEDS Corporation - Common Stock,S,N,D,100.0,N,N
2582,LEE,"Lee Enterprises, Incorporated - Common Stock",Q,N,N,100.0,N,N
2583,LEGH,Legacy Housing Corporation - Common Stock,Q,N,D,100.0,N,N
2584,LEGN,Legend Biotech Corporation - American Depositary Shares,Q,N,N,100.0,N,N
2585,LEGR,First Trust Indxx Innovative Transaction & Process ETF,G,N,N,100.0,Y,N
2586,LENZ,"LENZ Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2587,LESL,"Leslie's, Inc. - Common Stock",Q,N,N,100.0,N,N
2588,LEXX,Lexaria Bioscience Corp. - Common Stock,S,N,N,100.0,N,N
2589,LEXXW,Lexaria Bioscience Corp. - Warrant,S,N,N,100.0,N,N
2590,LFCR,"Lifecore Biomedical, Inc. - Common Stock",Q,N,E,100.0,N,N
2591,LFLY,"Leafly Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
2592,LFLYW,"Leafly Holdings, Inc. - Warrant",S,N,D,100.0,N,N
2593,LFMD,"LifeMD, Inc. - Common Stock",G,N,N,100.0,N,N
2594,LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",G,N,N,100.0,N,N
2595,LFST,"LifeStance Health Group, Inc. - Common Stock",Q,N,N,100.0,N,N
2596,LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,100.0,N,N
2597,LFVN,Lifevantage Corporation - Common Stock,S,N,N,100.0,N,N
2598,LFWD,ReWalk Robotics Ltd. - Ordinary Shares,S,N,N,100.0,N,N
2599,LGCB,Linkage Global Inc - Ordinary Shares,S,N,N,100.0,N,N
2600,LGCL,Lucas GC Limited - Ordinary Shares,S,N,N,100.0,N,N
2601,LGHL,Lion Group Holding Ltd. - American Depositary Share,S,N,N,100.0,N,N
2602,LGHLW,Lion Group Holding Ltd. - Warrant,S,N,N,100.0,N,N
2603,LGIH,"LGI Homes, Inc. - Common Stock",Q,N,N,100.0,N,N
2604,LGMK,"LogicMark, Inc. - Common Stock",S,N,N,100.0,N,N
2605,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100.0,N,N
2606,LGO,Largo Inc. - Common Shares,Q,N,N,100.0,N,N
2607,LGRO,Level Four Large Cap Growth Active ETF,G,N,N,100.0,Y,N
2608,LGVC,LAMF Global Ventures Corp. I - Class A Ordinary Shares,G,N,D,100.0,N,N
2609,LGVCU,LAMF Global Ventures Corp. I - Unit,G,N,N,100.0,N,N
2610,LGVCW,LAMF Global Ventures Corp. I - Warrant,G,N,N,100.0,N,N
2611,LGVN,Longeveron Inc. - Class A Common stock,S,N,N,100.0,N,N
2612,LI,Li Auto Inc. - American Depositary Shares,Q,N,N,100.0,N,N
2613,LICN,Lichen China Limited - Class A Ordinary Shares,S,N,N,100.0,N,N
2614,LIDR,"AEye, Inc. - Class A Common Stock",S,N,N,100.0,N,N
2615,LIDRW,"AEye, Inc. - Warrant",S,N,N,100.0,N,N
2616,LIFE,"aTyr Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
2617,LIFW,"MSP Recovery, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2618,LIFWW,"MSP Recovery, Inc. - Warrant",G,N,N,100.0,N,N
2619,LIFWZ,"MSP Recovery, Inc. - Warrant",G,N,N,100.0,N,N
2620,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,N,N,100.0,N,N
2621,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,N,N,100.0,N,N
2622,LILM,Lilium N.V. - Class A Ordinary Shares,Q,N,D,100.0,N,N
2623,LILMW,Lilium N.V. - Warrants,Q,N,N,100.0,N,N
2624,LIN,Linde plc - Ordinary Shares,Q,N,N,100.0,N,N
2625,LINC,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100.0,N,N
2626,LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,S,N,N,100.0,N,N
2627,LINK,"Interlink Electronics, Inc. - Common Stock",S,N,N,100.0,N,N
2628,LIPO,Lipella Pharmaceuticals Inc. - Common Stock,S,N,N,100.0,N,N
2629,LIQT,"LiqTech International, Inc. - Common Stock",S,N,N,100.0,N,N
2630,LITE,Lumentum Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
2631,LITM,Snow Lake Resources Ltd. - Common Shares,S,N,N,100.0,N,N
2632,LITP,Sprott Lithium Miners ETF,G,N,N,100.0,Y,N
2633,LIVE,Live Ventures Incorporated - Common Stock,S,N,N,100.0,N,N
2634,LIVN,LivaNova PLC - Ordinary Shares,Q,N,N,100.0,N,N
2635,LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
2636,LIXTW,"Lixte Biotechnology Holdings, Inc. - Warrants",S,N,N,100.0,N,N
2637,LKCO,Luokung Technology Corp - Ordinary Shares,S,N,D,100.0,N,N
2638,LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,100.0,N,N
2639,LKQ,LKQ Corporation - Common Stock,Q,N,N,100.0,N,N
2640,LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,Q,N,N,100.0,N,N
2641,LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,Q,N,N,100.0,N,N
2642,LMAT,"LeMaitre Vascular, Inc. - Common Stock",G,N,N,100.0,N,N
2643,LMB,"Limbach Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
2644,LMBS,First Trust Low Duration Opportunities ETF,G,N,N,100.0,Y,N
2645,LMFA,"LM Funding America, Inc. - Common Stock",S,N,N,100.0,N,N
2646,LMNR,Limoneira Co - Common Stock,Q,N,N,100.0,N,N
2647,LNKB,"LINKBANCORP, Inc. - Common Stock",S,N,N,100.0,N,N
2648,LNSR,"LENSAR, Inc. - Common Stock",S,N,N,100.0,N,N
2649,LNT,Alliant Energy Corporation - Common Stock,Q,N,N,100.0,N,N
2650,LNTH,"Lantheus Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
2651,LNW,"Light & Wonder, Inc.  - Common Stock",Q,N,N,100.0,N,N
2652,LNZA,"LanzaTech Global, Inc. - Common Stock",S,N,N,100.0,N,N
2653,LNZAW,"LanzaTech Global, Inc. - Warrant",S,N,N,100.0,N,N
2654,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100.0,N,N
2655,LOBO,LOBO EV TECHNOLOGIES LTD. - Ordinary shares,S,N,N,100.0,N,N
2656,LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2657,LOGI,Logitech International S.A. - Registered Shares,Q,N,N,100.0,N,N
2658,LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100.0,N,N
2659,LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100.0,N,N
2660,LOT,Lotus Technology Inc. - American Depositary Shares,Q,N,N,100.0,N,N
2661,LOTWW,Lotus Technology Inc. - Warrants,S,N,N,100.0,N,N
2662,LOVE,The Lovesac Company - Common Stock,G,N,N,100.0,N,N
2663,LPCN,Lipocine Inc. - Common Stock,S,N,N,100.0,N,N
2664,LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
2665,LPRO,Open Lending Corporation - Common Stock,G,N,N,100.0,N,N
2666,LPSN,"LivePerson, Inc. - Common Stock",Q,N,N,100.0,N,N
2667,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100.0,N,N
2668,LPTX,"Leap Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
2669,LQDA,Liquidia Corporation - Common Stock,S,N,N,100.0,N,N
2670,LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100.0,N,N
2671,LQR,LQR House Inc. - Common Stock,S,N,N,100.0,N,N
2672,LRCX,Lam Research Corporation - Common Stock,Q,N,N,100.0,N,N
2673,LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",G,N,N,100.0,N,N
2674,LRFC,Logan Ridge Finance Corporation - Common Stock,Q,N,N,100.0,N,N
2675,LRGE,ClearBridge Large Cap Growth ESG ETF,G,N,N,100.0,Y,N
2676,LRHC,La Rosa Holdings Corp. - Common Stock,S,N,D,100.0,N,N
2677,LRMR,"Larimar Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2678,LRND,IQ U.S. Large Cap R&D Leaders ETF,G,N,N,100.0,Y,N
2679,LSAK,"Lesaka Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
2680,LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
2681,LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100.0,N,N
2682,LSDI,Lucy Scientific Discovery Inc. - Common Stock,S,N,D,100.0,N,N
2683,LSEA,Landsea Homes Corporation - Common Stock,S,N,N,100.0,N,N
2684,LSEAW,Landsea Homes Corporation - Warrant,S,N,N,100.0,N,N
2685,LSTA,"Lisata Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
2686,LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,100.0,N,N
2687,LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
2688,LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
2689,LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Q,N,N,100.0,N,N
2690,LTBR,Lightbridge Corporation - Common Stock,S,N,N,100.0,N,N
2691,LTRN,Lantern Pharma Inc. - Common Stock,S,N,N,100.0,N,N
2692,LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100.0,N,N
2693,LTRY,"Lottery.com, Inc. - Common Stock",G,N,H,100.0,N,N
2694,LTRYW,"Lottery.com, Inc. - Warrant",G,N,H,100.0,N,N
2695,LUCD,Lucid Diagnostics Inc. - Common Stock,S,N,N,100.0,N,N
2696,LUCY,"Innovative Eyewear, Inc. - Common Stock",S,N,D,100.0,N,N
2697,LUCYW,"Innovative Eyewear, Inc. - Warrants",S,N,N,100.0,N,N
2698,LULU,lululemon athletica inc. - Common Stock,Q,N,N,100.0,N,N
2699,LUMO,"Lumos Pharma, Inc. - Common Stock",G,N,N,100.0,N,N
2700,LUNA,Luna Innovations Incorporated - Common Stock,S,N,E,100.0,N,N
2701,LUNG,Pulmonx Corporation - Common Stock,Q,N,N,100.0,N,N
2702,LUNR,"Intuitive Machines, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2703,LUNRW,"Intuitive Machines, Inc. - Warrants",S,N,N,100.0,N,N
2704,LUXH,LuxUrban Hotels Inc. - Common Stock,S,N,N,100.0,N,N
2705,LUXHP,LuxUrban Hotels Inc. - 13.00% Series A Cumulative Redeemable Preferred Stock,S,N,N,100.0,N,N
2706,LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,G,N,N,100.0,Y,N
2707,LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
2708,LVO,"LiveOne, Inc. - Common Stock",S,N,N,100.0,N,N
2709,LVRO,Lavoro Limited - Class A Ordinary Shares,G,N,N,100.0,N,N
2710,LVROW,Lavoro Limited - Warrant,G,N,N,100.0,N,N
2711,LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Q,N,N,100.0,N,N
2712,LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100.0,N,N
2713,LWLG,"Lightwave Logic, Inc. - Common Stock",S,N,N,100.0,N,N
2714,LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,N,N,100.0,N,N
2715,LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",G,N,N,100.0,N,N
2716,LXEO,"Lexeo Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2717,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
2718,LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,N,N,100.0,N,N
2719,LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2720,LYRA,"Lyra Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
2721,LYT,Lytus Technologies Holdings PTV. Ltd. - Common Shares,S,N,N,100.0,N,N
2722,LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100.0,N,N
2723,LZ,"LegalZoom.com, Inc. - Common Stock",Q,N,N,100.0,N,N
2724,MACA,Moringa Acquisition Corp - Class A Ordinary Shares,S,N,D,100.0,N,N
2725,MACAU,Moringa Acquisition Corp - Units,S,N,D,100.0,N,N
2726,MACAW,Moringa Acquisition Corp - Warrant,S,N,D,100.0,N,N
2727,MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
2728,MAGQ,Roundhill Daily Inverse Magnificent Seven ETF,G,N,N,100.0,Y,N
2729,MAGS,Roundhill Magnificent Seven ETF,G,N,N,100.0,Y,N
2730,MAGX,Roundhill Daily 2X Long Magnificent Seven ETF,G,N,N,100.0,Y,N
2731,MAMA,"Mama's Creations, Inc. - Common Stock",S,N,N,100.0,N,N
2732,MAMO,Massimo Group - Common Stock,S,N,N,100.0,N,N
2733,MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100.0,N,N
2734,MAPS,"WM Technology, Inc. - Class A Common Stock",Q,N,E,100.0,N,N
2735,MAPSW,"WM Technology, Inc. - Warrants",Q,N,E,100.0,N,N
2736,MAQC,Maquia Capital Acquisition Corporation - Class A Common Stock,S,N,D,100.0,N,N
2737,MAQCU,Maquia Capital Acquisition Corporation - Unit,S,N,D,100.0,N,N
2738,MAQCW,Maquia Capital Acquisition Corporation - Warrant,S,N,D,100.0,N,N
2739,MAR,Marriott International - Class A Common Stock,Q,N,N,100.0,N,N
2740,MARA,"Marathon Digital Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
2741,MARPS,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100.0,N,N
2742,MARX,Mars Acquisition Corp. - Ordinary Shares,G,N,D,100.0,N,N
2743,MARXR,Mars Acquisition Corp. - Rights,G,N,D,100.0,N,N
2744,MARXU,Mars Acquisition Corp. - Unit,G,N,D,100.0,N,N
2745,MASI,Masimo Corporation - Common Stock,Q,N,N,100.0,N,N
2746,MASS,908 Devices Inc. - Common Stock,G,N,N,100.0,N,N
2747,MAT,"Mattel, Inc. - Common Stock",Q,N,N,100.0,N,N
2748,MATH,Metalpha Technology Holding Limited - Ordinary Shares,S,N,E,100.0,N,N
2749,MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,100.0,N,N
2750,MAXI,Simplify Bitcoin Strategy PLUS Income ETF,G,N,N,100.0,Y,N
2751,MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Q,N,N,100.0,N,N
2752,MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100.0,N,N
2753,MBB,iShares MBS ETF,G,N,N,100.0,Y,N
2754,MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100.0,N,N
2755,MBIN,Merchants Bancorp - Common Stock,S,N,N,100.0,N,N
2756,MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",S,N,N,100.0,N,N
2757,MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,S,N,N,100.0,N,N
2758,MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,S,N,N,100.0,N,N
2759,MBIO,"Mustang Bio, Inc. - Common Stock",S,N,D,100.0,N,N
2760,MBLY,Mobileye Global Inc. - Class A Common Stock,Q,N,N,100.0,N,N
2761,MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",S,N,N,100.0,N,N
2762,MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100.0,N,N
2763,MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,N,100.0,N,N
2764,MBUU,"Malibu Boats, Inc. - Common Stock",G,N,N,100.0,N,N
2765,MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100.0,N,N
2766,MCAA,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,G,N,D,100.0,N,N
2767,MCAAU,Mountain & Co. I Acquisition Corp. - Unit,G,N,N,100.0,N,N
2768,MCAAW,Mountain & Co. I Acquisition Corp. - Warrant,G,N,N,100.0,N,N
2769,MCAC,Monterey Capital Acquisition Corporation - Class A Common Stock,G,N,N,100.0,N,N
2770,MCACR,Monterey Capital Acquisition Corporation - Rights,G,N,N,100.0,N,N
2771,MCACU,Monterey Capital Acquisition Corporation - Unit,G,N,N,100.0,N,N
2772,MCACW,Monterey Capital Acquisition Corporation - Warrants,G,N,N,100.0,N,N
2773,MCAG,Mountain Crest Acquisition Corp. V - Common Stock,S,N,D,100.0,N,N
2774,MCAGR,Mountain Crest Acquisition Corp. V - Right,S,N,D,100.0,N,N
2775,MCAGU,Mountain Crest Acquisition Corp. V - Unit,S,N,D,100.0,N,N
2776,MCBC,Macatawa Bank Corporation - Common Stock,Q,N,N,100.0,N,N
2777,MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N
2778,MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
2779,MCHI,iShares MSCI China ETF,G,N,N,100.0,Y,N
2780,MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100.0,N,N
2781,MCHS,Matthews China Discovery Active ETF,G,N,N,100.0,Y,N
2782,MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
2783,MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
2784,MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100.0,N,N
2785,MCSE,Martin Currie Sustainable International Equity ETF,G,N,N,100.0,Y,N
2786,MCVT,"Mill City Ventures III, Ltd. - Common Stock",S,N,N,100.0,N,N
2787,MDAI,"Spectral AI, Inc. - Class A Common Stock",S,N,N,100.0,N,N
2788,MDAIW,"Spectral AI, Inc. - Warrants",S,N,N,100.0,N,N
2789,MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,100.0,N,N
2790,MDBH,"MDB Capital Holdings, LLC - Class A common ",S,N,N,100.0,N,N
2791,MDCP,VictoryShares THB Mid Cap ETF,G,N,N,100.0,Y,N
2792,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
2793,MDGS,Medigus Ltd. - American Depositary Shares,S,N,N,100.0,N,N
2794,MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,D,100.0,N,N
2795,MDIV,Multi-Asset Diversified Income Index Fund,G,N,N,100.0,Y,N
2796,MDJH,MDJM LTD - Ordinary Shares,S,N,N,100.0,N,N
2797,MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
2798,MDRR,"Medalist Diversified REIT, Inc. - Common Stock",S,N,N,100.0,N,N
2799,MDRRP,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",S,N,N,100.0,N,N
2800,MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100.0,N,N
2801,MDXG,"MiMedx Group, Inc - Common Stock",S,N,N,100.0,N,N
2802,MDXH,MDxHealth SA - Ordinary Shares,S,N,N,100.0,N,N
2803,ME,23andMe Holding Co. - Common Stock,Q,N,D,100.0,N,N
2804,MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
2805,MEDS,"TRxADE HEALTH, Inc. - Common Stock",S,N,N,100.0,N,N
2806,MEDX,Horizon Kinetics Medical ETF,G,N,N,100.0,Y,N
2807,MEGL,Magic Empire Global Limited - Ordinary Shares,S,N,D,100.0,N,N
2808,MEIP,"MEI Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
2809,MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,100.0,N,N
2810,MEMS,Matthews Emerging Markets Discovery Active ETF,G,N,N,100.0,Y,N
2811,MEOH,Methanex Corporation - Common Stock,Q,N,N,100.0,N,N
2812,MERC,Mercer International Inc. - Common Stock,Q,N,N,100.0,N,N
2813,MESA,"Mesa Air Group, Inc. - Common Stock",Q,N,H,100.0,N,N
2814,MESO,Mesoblast Limited - American Depositary Shares,Q,N,N,100.0,N,N
